Firm,Investment Stage,Minimum Investment,Maximum Investment,Location,Country,Fund Size,Link
"Voyager Capital-Seattle-Washington","Early Stage","","5000000.0","Seattle, Washington","United States","370000000.0","http://venture-capital-firms.findthebest.com/l/739/Voyager-Capital-Seattle-Washington"
"Cargill Ventures-Minnetonka-Minnesota","Early Stage","","","Minnetonka, Minnesota","United States","","http://venture-capital-firms.findthebest.com/l/45/Cargill-Ventures-Minnetonka-Minnesota"
"J.L. Albright Venture Partners","Growth","","","Toronto, Ontario","Canada","","http://venture-capital-firms.findthebest.com/l/1136/J-L-Albright-Venture-Partners"
"Essex Woodlands Health Ventures-The Woodlands-Texas","Later Stage/Expansion/Early Stage/Startup/Seed","50000000000.0","2.5e+11","The Woodlands, Texas","United States","2500000000.0","http://venture-capital-firms.findthebest.com/l/415/Essex-Woodlands-Health-Ventures-The-Woodlands-Texas"
"Accel Partners-London","Early Stage/Expansion/Growth/Startup/Seed","","","London","United Kingdom","","http://venture-capital-firms.findthebest.com/l/338/Accel-Partners-London"
"Sevin Rosen Funds - Austin - Texas","Later Stage/Expansion/Early Stage/Startup/Seed","","","Austin, Texas","United States","","http://venture-capital-firms.findthebest.com/l/69/Sevin-Rosen-Funds-Austin-Texas"
"Triton Ventures","Startup/Seed/Early Stage","","","Austin, Texas","United States","","http://venture-capital-firms.findthebest.com/l/1403/Triton-Ventures"
"Summit Partners - Boston - Massachusetts","Expansion","5000000000.0","5e+11","Boston, Massachusetts","United States","15000000000.0","http://venture-capital-firms.findthebest.com/l/322/Summit-Partners-Boston-Massachusetts"
"SunBridge Partners","Startup/Seed/Early Stage","","","Beachwood, Ohio","United States","","http://venture-capital-firms.findthebest.com/l/1387/SunBridge-Partners"
"Advantage Capital Partners-Huntsville-Alabama","Early Stage/Expansion/Later Stage","","10000000000.0","Huntsville, Alabama","United States","8000000000.0","http://venture-capital-firms.findthebest.com/l/396/Advantage-Capital-Partners-Huntsville-Alabama"
"Entrepia Ventures, Inc-Montreal-Canada","Expansion/Early Stage","","","Montreal, Quebec","Canada","","http://venture-capital-firms.findthebest.com/l/288/Entrepia-Ventures-Inc-Montreal-Canada"
"Carlyle Group, The - New York - New York","Expansion/Early Stage","","","New York, New York","United States","1.7e+11","http://venture-capital-firms.findthebest.com/l/474/Carlyle-Group-The-New-York-New-York"
"BioVentures Investors","Early Stage/Startup/Seed","3000000.0","10000000.0","Wellesley, Massachusetts","United States","133000000.0","http://venture-capital-firms.findthebest.com/l/1030/BioVentures-Investors"
"NextStage Capital","Startup/Seed/Early Stage","","","Audubon, Pennsylvania","United States","","http://venture-capital-firms.findthebest.com/l/1344/NextStage-Capital"
"Highway 12 Ventures","Early Stage/Startup/Seed","","","Boise, Idaho","United States","","http://venture-capital-firms.findthebest.com/l/853/Highway-12-Ventures"
"Trinity Hunt Partners","Later Stage/Expansion","","","Dallas, Texas","United States","","http://venture-capital-firms.findthebest.com/l/610/Trinity-Hunt-Partners"
"Ampersand Ventures","","10000000000.0","50000000000.0","Wellesley, Massachusetts","United States","1000000000.0","http://venture-capital-firms.findthebest.com/l/135/Ampersand-Ventures"
"Matrix Partners-Mumbai-India","Early Stage/Startup/Seed","2000000.0","10000000.0","Mumbai, Maharashtra","India","1000000.0","http://venture-capital-firms.findthebest.com/l/264/Matrix-Partners-Mumbai-India"
"OVP Venture Partners-Portland-Oregon","Early Stage/Startup/Seed","1000000.0","5000000.0","Portland, Oregon","United States","750000000.0","http://venture-capital-firms.findthebest.com/l/769/OVP-Venture-Partners-Portland-Oregon"
"Advantage Capital Partners-Glens Falls-New York","Early Stage/Expansion/Later Stage","","10000000000.0","Glens Falls, New York","United States","8000000000.0","http://venture-capital-firms.findthebest.com/l/387/Advantage-Capital-Partners-Glens-Falls-New-York"
"Adams Street Partners-Singapore","Early Stage","5000000000.0","20000000000.0","Singapore","Singapore","22000000000.0","http://venture-capital-firms.findthebest.com/l/349/Adams-Street-Partners-Singapore"
"BlueRun Ventures-Espoo-Finland","Early Stage","","","Espoo, Eastern Finland","Finland","","http://venture-capital-firms.findthebest.com/l/221/BlueRun-Ventures-Espoo-Finland"
"C3 Capital LLC - Kansas - Missouri","Expansion/Later Stage","2000000.0","10000000.0","Kansas city, Missouri","United States","430000000.0","http://venture-capital-firms.findthebest.com/l/328/C3-Capital-LLC-Kansas-Missouri"
"Village Ventures-New York-New York","Early Stage/Startup/Seed","","","New York, New York","United States","","http://venture-capital-firms.findthebest.com/l/745/Village-Ventures-New-York-New-York"
"Nexus Venture Partners","Startup/Seed/Early Stage/Expansion/Later Stage","","10000000.0","Menlo Park, California","United States","320000000.0","http://venture-capital-firms.findthebest.com/l/1346/Nexus-Venture-Partners"
"Frazier Healthcare and Technology Ventures-Seattle-Washington","Expansion/Later Stage/Early Stage/Startup/Seed","","10000000000.0","Seattle, Washington","United States","1800000000.0","http://venture-capital-firms.findthebest.com/l/526/Frazier-Healthcare-and-Technology-Ventures-Seattle-Washington"
"Saints Ventures - San Francisco - California","Early Stage","5000000000.0","15000000000.0","San Francisco, California","United States","1000000000.0","http://venture-capital-firms.findthebest.com/l/94/Saints-Ventures-San-Francisco-California"
"Index Ventures - St. Helier - UK","Early Stage/Startup/Seed","","75000000000.0","St. Helier","United Kingdom","3200000000.0","http://venture-capital-firms.findthebest.com/l/856/Index-Ventures-St-Helier-UK"
"Karlin Ventures","Early Stage","","1500000000.0","Los Angeles, California","United States","1400000000.0","http://venture-capital-firms.findthebest.com/l/1309/Karlin-Ventures"
"General Atlantic-Hong Kong","","75000000000.0","4e+11","Hong Kong","Hong Kong","17000000000.0","http://venture-capital-firms.findthebest.com/l/506/General-Atlantic-Hong-Kong"
"Artiman Ventures - India","Expansion/Early Stage/Startup/Seed","","4000000.0","Bangalore, Karnataka","India","385000000.0","http://venture-capital-firms.findthebest.com/l/1022/Artiman-Ventures-India"
"Battery Ventures- Israel","Expansion/Early Stage/Startup/Seed","","7.5e+11","Herzliya","Israel","4000000000.0","http://venture-capital-firms.findthebest.com/l/801/Battery-Ventures-Israel"
"Domain Associates,LLC-San Diego-California","Early Stage","","20000000000.0","San Diego, California","United States","2400000000.0","http://venture-capital-firms.findthebest.com/l/183/Domain-Associates-LLC-San-Diego-California"
"RiverVest Venture Partners - Cleveland - Ohio","Early Stage/Later Stage","","10000000.0","Cleveland, Ohio","United States","208000000.0","http://venture-capital-firms.findthebest.com/l/595/RiverVest-Venture-Partners-Cleveland-Ohio"
"Learn Capital Venture Partners","Expansion","","","San Francisco, California","United States","","http://venture-capital-firms.findthebest.com/l/1319/Learn-Capital-Venture-Partners"
"FLAG Capital Management LLC - Stamford","Early Stage/Startup/Seed","","","Stamford, Connecticut","United States","","http://venture-capital-firms.findthebest.com/l/1068/FLAG-Capital-Management-LLC-Stamford"
"Softbank Asia Infrastructure Fund - Delhi/Gurgaon - India","Early Stage","10000000000.0","1e+11","Gurgaon, Haryana","India","3500000000.0","http://venture-capital-firms.findthebest.com/l/312/Softbank-Asia-Infrastructure-Fund-Delhi-Gurgaon-India"
"Tall Oaks Capital Partners LLC","Early Stage/Startup/Seed","","","Charlottesville, Virginia","United States","","http://venture-capital-firms.findthebest.com/l/600/Tall-Oaks-Capital-Partners-LLC"
"ABS Capital Partners - Baltimore","Expansion/Later Stage","10000000000.0","50000000000.0","Baltimore, Maryland","United States","2500000000.0","http://venture-capital-firms.findthebest.com/l/15/ABS-Capital-Partners-Baltimore"
"CMEA Ventures","Early Stage/Expansion/Later Stage/Startup/Seed","","20000000000.0","San Francisco, California","United States","1100000000.0","http://venture-capital-firms.findthebest.com/l/227/CMEA-Ventures"
"Cottonwood Technology Group - Santa Fe","Startup/Seed","","","Santa Fe, New Mexico","United States","","http://venture-capital-firms.findthebest.com/l/1052/Cottonwood-Technology-Group-Santa-Fe"
"Quaker BioVentures, Inc.","Later Stage/Expansion/Early Stage/Startup/Seed","5000000.0","25000000.0","Philadelphia, Pennsylvania","United States","700000000.0","http://venture-capital-firms.findthebest.com/l/776/Quaker-BioVentures-Inc"
"Element Partners","Early Stage","10000000000.0","50000000000.0","Radnor, Pennsylvania","United States","12500000000.0","http://venture-capital-firms.findthebest.com/l/425/Element-Partners"
"HealthTech Capital","Startup/Seed/Early Stage","","","Los Altos Hills, California","United States","","http://venture-capital-firms.findthebest.com/l/1292/HealthTech-Capital"
"East Gate Capital Management, LLC","Later Stage/Early Stage","","","Los Altos, California","United States","","http://venture-capital-firms.findthebest.com/l/292/East-Gate-Capital-Management-LLC"
"Advantage Capital Partners-Napa-California","Early Stage/Expansion/Later Stage","","10000000000.0","Napa, California","United States","8000000000.0","http://venture-capital-firms.findthebest.com/l/388/Advantage-Capital-Partners-Napa-California"
"Vector Capital","Startup/Seed","","","San Francisco, California","United States","2000000000.0","http://venture-capital-firms.findthebest.com/l/92/Vector-Capital"
"Baird Venture Partners - Chicago - Illinois","Early Stage/Startup/Seed/Expansion","","","Chicago, Illinois","United States","","http://venture-capital-firms.findthebest.com/l/369/Baird-Venture-Partners-Chicago-Illinois"
"Greylock Partners- India","Early Stage/Startup/Seed","","10000000000.0","Whitefield, Karnataka","India","2000000000.0","http://venture-capital-firms.findthebest.com/l/277/Greylock-Partners-India"
"Pitango Venture Capital - San Mateo - California","Later Stage/Expansion/Early Stage/Startup/Seed","","20000000000.0","Palo Alto, California","United States","1400000000.0","http://venture-capital-firms.findthebest.com/l/175/Pitango-Venture-Capital-San-Mateo-California"
"Baird Capital Partners - Milwaukee - Wisconsin","Early Stage/Startup/Seed/Expansion","","","Milwaukee, Wisconsin","United States","","http://venture-capital-firms.findthebest.com/l/370/Baird-Capital-Partners-Milwaukee-Wisconsin"
"Silver Creek Ventures","Early Stage","","","Dallas, Texas","United States","","http://venture-capital-firms.findthebest.com/l/675/Silver-Creek-Ventures"
"Cultivian Ventures","Expansion/Later Stage","1000000.0","3000000.0","Carmel, Indiana","United States","150000000.0","http://venture-capital-firms.findthebest.com/l/1240/Cultivian-Ventures"
"Daylight Partners","Expansion/Early Stage/Startup/Seed","","","","United States","","http://venture-capital-firms.findthebest.com/l/1241/Daylight-Partners"
"BV Capital","Early Stage","","","San Francisco, California","United States","","http://venture-capital-firms.findthebest.com/l/794/BV-Capital"
"VentureTech Alliance","Early Stage/Expansion","1000000.0","3000000.0","San Jose, California","United States","165000000.0","http://venture-capital-firms.findthebest.com/l/1410/VentureTech-Alliance"
"General Atlantic-Mumbai-india","Startup/Seed","75000000000.0","4e+11","Mumbai, Maharashtra","India","17000000000.0","http://venture-capital-firms.findthebest.com/l/505/General-Atlantic-Mumbai-india"
"Warburg Pincus-Port Louis-Mauritius","Later Stage/Early Stage/Expansion/Startup/Seed","","2000000000.0","Port Louis","Mauritius","30000000000.0","http://venture-capital-firms.findthebest.com/l/373/Warburg-Pincus-Port-Louis-Mauritius"
"Originate Ventures","Early Stage/Startup/Seed","","","Bethlehem, Pennsylvania","United States","","http://venture-capital-firms.findthebest.com/l/711/Originate-Ventures"
"Spring Mill Venture Partners","Startup/Seed/Early Stage","","","Carmel, Indiana","United States","","http://venture-capital-firms.findthebest.com/l/1384/Spring-Mill-Venture-Partners"
"Comcast Ventures - Palo Alto - California","Early Stage/Expansion/Later Stage/Startup/Seed","","","Palo Alto, California","United States","","http://venture-capital-firms.findthebest.com/l/914/Comcast-Ventures-Palo-Alto-California"
"Morgenthaler-Boulder-Colorado","Later Stage/Expansion/Early Stage/Startup/Seed","","","Boulder, Colorado","United States","","http://venture-capital-firms.findthebest.com/l/249/Morgenthaler-Boulder-Colorado"
"Oxford Bioscience Partners-Boston-Massachusetts","Early Stage","","20000000000.0","Boston, Massachusetts","United States","1000000000.0","http://venture-capital-firms.findthebest.com/l/236/Oxford-Bioscience-Partners-Boston-Massachusetts"
"Montreux Equity Partners","Early Stage","","30000000.0","Menlo Park, California","United States","250000000.0","http://venture-capital-firms.findthebest.com/l/253/Montreux-Equity-Partners"
"Crocker Ventures","Startup/Seed/Early Stage","","","Salt Lake City, Utah","United States","","http://venture-capital-firms.findthebest.com/l/1236/Crocker-Ventures"
"Village Ventures-Williamstown-Massachusetts","Early Stage/Startup/Seed","","","Williamstown, Massachusetts","United States","","http://venture-capital-firms.findthebest.com/l/746/Village-Ventures-Williamstown-Massachusetts"
"X/Seed Capital Management","Startup/Seed/Early Stage","","","Portola Valley, California","United States","11000000.0","http://venture-capital-firms.findthebest.com/l/1418/X-Seed-Capital-Management"
"Cross Atlantic Partners, Inc.","Later Stage/Early Stage","1000000.0","3000000.0","New York, New York","United States","155000000.0","http://venture-capital-firms.findthebest.com/l/568/Cross-Atlantic-Partners-Inc"
"Comcast Ventures - San Francisco - California","Early Stage/Expansion/Later Stage/Startup/Seed","","","San Francisco, California","United States","","http://venture-capital-firms.findthebest.com/l/916/Comcast-Ventures-San-Francisco-California"
"Pelion Venture Partners","Early Stage","","","Salt Lake City, Utah","United States","","http://venture-capital-firms.findthebest.com/l/1150/Pelion-Venture-Partners"
