name, funding_total_usd ,funding_rounds,founded_at,first_funding_at,last_funding_at
Accordent Technologies,"4,000,000",1,,3/29/06,3/29/06
AccountNow,"34,072,000",4,1/1/03,8/9/04,3/1/08
Accrue Search Concepts dba Boounce,"200,000",1,5/20/10,5/20/10,5/20/10
Accruent,"32,000,000",2,1/1/95,2/4/10,11/25/13
Accruit,"3,315,000",1,1/1/00,7/3/08,7/3/08
Accu-Break Pharmaceuticals,"1,000,000",1,1/1/01,5/21/13,5/21/13
Accudial Pharmaceutical,"12,024,769",3,1/1/10,5/27/10,5/30/13
AccuDraft,"650,000",1,1/1/92,12/6/06,12/6/06
Accuhealth Partners,"760,000",1,1/1/11,2/21/11,2/21/11
Accumetrics,"110,640,467",9,1/1/96,5/16/03,8/30/13
Accumulate,"12,050,000",4,1/1/05,1/1/08,6/25/12
Accumuli Security,"8,033,458",1,1/1/96,11/1/10,11/1/10
AccuNostics,"6,321,095",1,1/1/08,9/15/11,9/15/11
Accupost Corporation,,1,,8/1/02,8/1/02
Accurate Group,"12,000,000",2,,1/8/13,1/8/13
Accurence,"1,894,000",1,1/1/05,11/8/11,11/8/11
AccuRev,"2,100,000",1,1/1/98,3/7/05,3/7/05
Accuri Cytometers,"32,655,000",8,,3/1/05,10/19/10
AccurIC,"329,696",1,1/1/11,8/20/12,8/20/12
AccuSilicon,,1,1/1/11,4/22/12,4/22/12
AccuTherm Systems,"200,000",1,,1/10/14,1/10/14
Accuvant,"6,000,000",1,1/1/02,9/17/10,9/17/10
AccuVein,"30,500,000",2,1/1/06,7/28/11,2/3/14
ACE,"750,184",2,1/1/06,5/17/10,9/26/11
Ace Metrix,"18,700,000",5,1/1/07,8/1/08,5/29/12
ACE Portal,"75,000",1,1/1/10,4/1/11,4/1/11
ACE*COMM,"5,000,000",1,1/1/83,1/1/07,1/1/07
ACell,"8,700,000",1,1/1/99,4/26/11,4/26/11
AcelRx Pharmaceuticals,"78,840,796",4,,9/21/10,12/19/13
Acendi Interactive,"2,090,000",1,,1/9/09,1/9/09
Acer,"150,594,138",1,1/1/76,3/9/12,3/9/12
Acera Surgical,"600,000",1,1/1/13,8/8/13,8/8/13
Aceris 3D Inspection,"4,880,000",1,1/1/00,5/30/07,5/30/07
Acertiv,"737,630",2,4/20/11,10/8/12,7/1/13
Acesion Pharma,,1,1/1/11,6/16/13,6/16/13
Acesis,"3,638,201",1,1/1/06,4/30/10,4/30/10
Acetylon Pharmaceuticals,"151,250,000",6,1/1/08,8/1/09,7/29/13
Aceva Technologies,"5,280,000",1,1/1/99,7/21/05,7/21/05
AchaLa,"30,000",1,1/1/09,1/1/09,1/1/09
Achaogen,"100,905,707",3,1/1/04,10/10/06,3/22/13
Achates Power,"66,500,000",3,1/1/04,10/8/09,10/9/13
Acheive CCA,"5,000,000",1,,2/17/09,2/17/09
Achelios Therapeutics,"1,856,004",1,,2/3/12,2/3/12
ACHICA,"13,274,404",2,2/1/10,5/1/10,12/5/12
Achieve Financial Services,"12,500,000",1,,3/20/12,3/20/12
Achieve X,"150,000",1,1/1/08,5/10/10,5/10/10
Achieve3000,"9,000,000",1,1/1/00,7/24/07,7/24/07
Achieved.co,"19,299",1,1/1/13,8/5/13,8/5/13
AchieveIt Online,"3,600,000",3,1/1/10,8/28/12,9/24/13
AchieveMint,,1,1/1/12,1/1/12,1/1/12
Achievers,"49,122,326",4,1/1/95,7/31/08,9/28/11
Achievo(R) Corporation,"24,000,000",1,,2/26/07,2/26/07
Achilles Group,"2,500,000",1,1/1/90,1/9/08,1/9/08
Achillion Pharmaceuticals,"50,100,000",1,1/1/98,8/18/10,8/18/10
Achronix Semiconductor,"135,776,263",5,1/1/04,1/23/07,4/9/13
achvr,"1,250,000",1,10/14/11,10/9/13,10/9/13
Aciex Therapeutics,"8,000,000",1,,8/12/11,8/12/11
Acision,"100,000,000",1,1/1/92,10/5/10,10/5/10
ACKme Networks,"1,400,000",1,,1/14/14,1/14/14
Aclaris Therapeutics,"21,000,000",1,,10/24/12,10/24/12
ACM Capital Partners,"8,000,000",1,,10/23/13,10/23/13
aCommerce,"3,100,000",1,1/1/13,12/19/13,12/19/13
aCon,"1,998,000",3,1/1/03,12/28/05,3/2/09
Aconex,"85,000,000",1,1/1/00,9/23/08,9/23/08
Aconite Technology,"592,000",1,1/1/00,1/17/06,1/17/06
Acopia Networks,"20,000,000",1,1/1/02,6/19/06,6/19/06
Acopio,"20,000",1,,4/1/12,4/1/12
Acorio,,1,1/1/12,4/29/13,4/29/13
Acorns,"2,800,000",2,2/29/12,6/1/12,10/1/13
Acoustic Sensing Technology,"976,866",1,1/1/12,3/9/13,3/9/13
Acoustic Technologies,"7,974,296",1,1/1/98,4/12/13,4/12/13
Acousticeye,"13,000,000",3,1/1/06,11/3/10,12/4/13
Acqua Telecom Ltd,,1,6/5/13,10/28/13,10/28/13
Acquaintable,"40,000",1,1/1/12,1/7/13,1/7/13
Acquia,"68,500,000",5,5/1/07,12/1/07,11/30/12
Acquisio,"12,100,000",2,1/1/03,8/16/11,8/7/12
Acrecent Financial,,1,,1/14/14,1/14/14
Acrinta,"130,000",1,,6/12/12,6/12/12
Acrisure,"20,000,000",1,1/1/06,1/29/10,1/29/10
Acrolinx,,1,,8/1/09,8/1/09
Acronis,"11,000,000",1,1/1/02,1/1/04,1/1/04
"Acronym Media, Inc.",,1,3/1/95,9/5/01,9/5/01
ACS Biomarker,,1,,5/20/11,5/20/11
ACS Clothing,"12,879,637",1,1/1/97,1/29/14,1/29/14
ACS Global,"3,162,000",2,,4/28/11,7/1/11
Acsendo,"150,000",1,2/1/08,1/1/12,1/1/12
ACSIAN,"495,440",1,,8/5/05,8/5/05
Acsis,"6,000,000",1,1/1/96,8/14/06,8/14/06
ACT Biotech,"26,980,000",6,1/1/08,5/6/08,6/11/10
Act-On Software,"30,500,000",4,1/1/08,8/27/10,9/5/12
Actacell,"9,800,000",3,,7/22/08,12/29/10
ActBlue,"150,000,000",1,1/1/04,8/1/10,8/1/10
Actelis Networks,"57,616,859",6,1/1/98,1/1/07,6/24/13
Actiance,"15,600,000",1,1/1/98,9/11/07,9/11/07
Actifi,"137,500",1,1/1/03,8/25/11,8/25/11
Actifio,"107,500,000",4,7/1/09,7/21/10,3/6/13
Actimagine,"3,759,300",1,1/1/03,7/18/06,7/18/06
Actimis Pharmaceuticals,"15,600,000",2,,4/28/05,6/6/08
Actinium Pharmaceuticals,"12,956,335",4,1/1/00,10/17/11,1/7/14
Actinobac Biomed,"600,000",2,1/1/09,3/20/09,2/21/13
Action,,1,,7/4/11,7/4/11
Action Engine,"58,200,000",5,2/1/00,5/1/00,7/1/07
Action Online Publishing,"100,000",2,1/1/10,9/1/11,11/1/11
Action Pharma,"6,300,000",1,1/1/00,7/16/10,7/16/10
Action Products International,"10,150,000",2,,10/19/11,5/10/12
Actionality,"1,000,000",1,1/1/05,2/6/06,2/6/06
ActionBase,"400,000",1,3/1/07,7/9/94,7/9/94
ActionFlow,"250,000",1,7/1/09,7/1/09,7/1/09
ActionRun,"1,510,005",1,1/1/08,2/25/11,2/25/11
ActionX,"3,000,000",1,1/1/12,9/16/13,9/16/13
Actito,"900,000",1,5/1/00,12/1/00,12/1/00
ACTIV Financial Systems,"25,000,000",1,1/1/02,1/20/10,1/20/10
Activ Technologies,"40,000",1,1/1/06,9/26/12,9/26/12
activ8 Intelligence,"2,310,008",2,1/1/05,3/6/07,3/29/13
Activaero,"22,585,000",2,1/1/04,11/20/09,2/16/11
Activate Healthcare,"950,000",1,1/1/09,1/6/12,1/6/12
Activate Networks,"16,000,000",3,8/9/10,8/9/10,11/13/12
Activation Life,"40,000",1,1/1/09,5/15/13,5/15/13
Active Circle,"13,360,000",2,,11/7/05,9/8/08
Active DSP,"1,120,000",1,1/1/06,1/3/08,1/3/08
Active Endpoints,"22,500,000",5,1/1/03,8/1/04,9/21/10
Active Implants,"86,131,666",9,6/1/04,12/23/04,8/28/13
Active International,"35,000,000",1,1/1/84,8/7/13,8/7/13
Active Life Scientific,"925,000",3,1/1/07,4/20/10,5/16/13
Active Mind Technology,"7,823,112",1,,11/22/13,11/22/13
ACTIVE Network,"219,991,472",11,8/1/99,9/1/99,2/15/11
Active Optical MEMS,"2,000,000",1,,7/20/07,7/20/07
Active Storage,"16,200,000",3,10/1/08,11/17/09,8/28/12
Active-Semi,"6,000,000",1,1/1/04,6/15/11,6/15/11
ActiveGift,"20,000",1,3/1/11,1/16/12,1/16/12
Actively Learn,"625,190",1,4/11/12,9/27/13,9/27/13
ActiveO,"600,000",1,,6/15/10,6/15/10
ActivePath,"13,250,001",2,1/1/07,9/19/11,11/30/12
ActiveRain,"2,750,000",1,6/1/06,1/21/08,1/21/08
ActiveSec,"490,000",3,11/27/06,3/1/07,3/1/10
ActiveTrak,"680,000",2,1/1/07,3/9/10,11/5/10
ActivIdentity,"5,422,959",1,1/1/85,12/29/09,12/29/09
ActiViews,"10,000,000",2,1/1/06,11/13/07,1/22/10
Activiomics,"805,000",1,,3/15/11,3/15/11
Activism.com,,1,7/1/10,5/31/13,5/31/13
ActivNetworks,"3,470,000",1,1/1/89,1/31/10,1/31/10
Actiwave,"4,275,854",2,1/1/07,6/17/11,9/7/12
ACTON,"100,000",1,1/1/11,8/15/13,8/15/13
Acton Pharmaceuticals,"36,700,005",4,,12/16/09,5/21/13
Actslike,"20,000",1,1/1/09,1/11/10,1/11/10
ActSocial,"3,000,000",2,2/4/09,8/25/10,11/25/13
Actual Experience,"6,061,006",1,1/1/09,11/20/13,11/20/13
ActuatedMedical,"150,000",1,1/1/06,3/6/12,3/6/12
Actus Digital,"2,000,000",1,1/1/05,10/14/09,10/14/09
Actus Interactive Software,"242,500",1,1/1/11,5/6/11,5/6/11
actv8,"5,264,839",2,1/1/11,6/17/11,9/28/12
ActX,"1,920,391",1,1/1/12,1/12/14,1/12/14
Acucar Guarani,"45,400,000",1,1/1/76,12/11/09,12/11/09
AcuFocus,"65,000,000",1,1/1/01,11/29/11,11/29/11
Acuitas Medical,"1,067,276",2,,7/22/10,6/22/11
Acuity Medical International,"1,500,321",1,1/1/98,9/30/10,9/30/10
AcuityAds,"3,000,000",1,1/1/09,7/18/13,7/18/13
Acumatica,"10,000,000",3,1/1/07,11/3/09,11/18/13
Acumen Holdings,"93,000,000",3,1/1/95,12/20/10,4/7/13
Acumen Pharmaceuticals,"2,200,000",2,1/1/96,8/17/06,5/15/13
Acumentrics,"18,100,000",2,1/1/94,6/5/08,9/14/11
Acunote,,1,1/1/12,3/1/11,3/1/11
Acunu,"10,563,503",3,5/1/09,7/1/09,9/19/12
Acupera,,1,8/1/11,8/1/11,8/1/11
Acura Pharmaceuticals,"10,000,000",1,,12/31/13,12/31/13
Acusphere,"10,000,000",2,1/1/93,7/7/11,2/23/12
Acustream,"2,000,000",1,1/1/07,10/16/13,10/16/13
Acutus Medical,"36,976,464",4,1/1/11,8/8/11,8/20/13
Acylin Therapeutics,"6,400,000",2,1/1/09,1/11/11,6/4/12
Ad Dynamo,,1,1/1/09,3/1/09,3/1/09
Ad Hoc Labs,"2,000,000",2,8/1/12,10/18/12,10/21/13
Ad Infuse,"17,600,000",3,11/1/05,1/1/05,1/23/08
Ad Knights,"50,000",1,3/1/10,3/1/10,3/1/10
Ad Summos,"4,549,999",2,1/1/10,3/25/10,6/1/11
Ad.IQ,"7,706,596",6,,3/6/06,7/27/10
AdAdapted,"325,000",1,1/1/12,1/29/14,1/29/14
adaffix,,1,4/1/09,1/1/09,1/1/09
Adagio Medical,"2,500,001",1,1/1/11,3/29/13,3/29/13
Adallom,"19,500,000",2,1/1/12,12/1/12,1/20/14
AdAlta,"3,010,803",1,1/1/10,12/24/10,12/24/10
Adama Materials,"6,510,445",2,1/1/08,9/29/10,8/20/13
Adamas Pharmaceuticals,"82,000,000",4,1/1/00,5/1/05,10/1/09
Adamis Pharmaceuticals,"11,377,078",4,1/1/06,4/6/12,7/11/13
Adams Arms,"2,700,000",1,1/1/07,7/11/12,7/11/12
Adap.tv,"48,500,000",5,11/1/06,2/1/07,3/28/11
Adapt,"46,168,126",1,,10/4/11,10/4/11
Adapt Technologies,"10,000,000",1,1/1/01,6/12/05,6/12/05
Adapta Medical,"125,000",1,,1/10/11,1/10/11
Adapteva,"5,954,000",3,3/15/08,10/27/09,1/16/14
"Adaptive Advertising, Inc.",,1,4/1/10,1/1/12,1/1/12
Adaptive Biotechnologies,"7,524,792",2,1/1/09,7/11/13,9/13/13
Adaptive Computing,"22,999,999",3,1/1/01,9/14/10,1/9/14
Adaptive Digital Power,"4,000,000",1,1/1/07,8/4/10,8/4/10
Adaptive Ozone Solutions,"3,750,000",1,,6/30/08,6/30/08
Adaptive Payments,"7,875,598",2,1/1/09,1/24/11,10/16/12
Adaptive Planning,"84,500,000",4,4/1/03,3/1/07,5/21/13
Adaptive TCR,"10,350,000",2,1/1/09,3/26/10,6/10/11
Adaptive Technologies,"550,000",1,1/1/02,10/29/13,10/29/13
AdaptiveBlue,"24,020,000",4,1/1/07,2/15/07,1/11/12
AdaptiveMobile,"19,670,000",2,1/1/03,4/20/06,6/7/07
Adaptivity,"24,845,955",6,1/1/07,11/4/09,1/4/13
ADAPTIX,"1,000,000",1,,10/18/11,10/18/11
Adaptly,"13,200,000",3,4/14/10,10/1/10,5/9/12
Adapx,"30,000,000",5,1/1/99,12/5/07,4/11/13
Adara Media,"44,115,160",4,1/1/05,2/20/06,2/21/13
Adarza BioSystems,"250,000",2,1/1/08,4/17/13,7/18/13
Adayana,"20,000,000",1,1/1/01,7/4/07,7/4/07
Adbrain,"1,500,000",1,1/1/12,7/15/13,7/15/13
adBrite,"40,400,000",4,1/1/03,9/1/04,5/1/12
AdBuddy,"100,000",1,6/10/12,9/1/12,9/1/12
ADC Therapeutics,"40,000,000",1,1/1/11,10/16/13,10/16/13
Adcade,"1,500,000",1,12/1/11,11/1/12,11/1/12
AdCare Health Systems,"25,058,700",4,,11/2/10,7/11/12
Adcast,"3,500",1,3/28/09,3/28/09,3/28/09
ADCentricity,"2,940,000",1,3/1/07,6/11/08,6/11/08
Adchemy,"119,191,000",7,1/1/04,2/9/05,9/21/11
AdChina,"10,000,000",3,1/1/07,6/12/08,3/1/11
Adconion Media Group,"114,000,000",2,1/1/05,2/24/08,5/9/11
Adcrowd retargeting,,1,1/1/12,8/8/13,8/8/13
Addashop,"3,000,000",1,,1/1/99,1/1/99
Addepar,"15,839,694",1,1/1/09,6/15/11,6/15/11
AddFleet,"4,160,600",2,1/1/12,9/19/12,1/1/13
AddIn Social,"54,494",2,12/1/10,1/1/10,4/15/11
Additech,"10,600,000",2,1/1/95,8/9/06,8/13/10
AddMyBest,"1,170,000",1,8/1/09,1/1/09,1/1/09
AddonTV,"1,000,000",1,8/1/09,1/1/11,1/1/11
Addoway,"110,000",1,4/1/10,4/1/10,4/1/10
AddSearch,"650,000",1,1/1/13,11/7/13,11/7/13
AddShoppers,"1,450,000",2,1/1/11,10/13/12,10/14/13
AddThis,"73,000,000",6,1/1/04,5/1/06,10/31/11
Adduplex,"500,000",1,1/1/11,6/6/13,6/6/13
Addus HealthCare,"1,240,000",1,1/1/79,8/10/10,8/10/10
Addvocate,"2,390,000",1,5/1/12,7/24/13,7/24/13
addwish,"1,800,000",1,6/1/13,11/28/13,11/28/13
Addy,"300,000",1,5/1/12,9/23/13,9/23/13
Adea,"5,000,000",1,1/1/96,1/1/07,1/1/07
aDealio,"1,500,000",2,4/1/10,3/1/11,8/22/11
AdECN,"3,100,000",1,1/1/03,2/1/06,2/1/06
AdelaVoice,"250,000",1,1/1/10,4/27/10,4/27/10
Adelja Learning,"505,000",2,1/1/10,3/2/10,5/29/12
Adelphic Mobile,"12,000,000",2,1/1/10,3/13/12,12/4/12
Aden & Anais,,1,1/1/06,1/7/14,1/7/14
Adenios,"810,000",1,1/1/09,2/16/10,2/16/10
Adenovir Pharma,"787,000",1,,6/15/10,6/15/10
ADENTS HTI,"3,970,800",2,1/1/07,2/10/11,4/14/13
Adenyo,"29,758,289",2,,3/3/10,7/13/10
Adept Cloud,"1,015,000",2,6/1/11,10/1/12,11/1/12
AdEspresso,"500,000",1,12/1/11,12/25/13,12/25/13
Adesso Solutions,"6,000,000",1,1/1/02,10/25/10,10/25/10
Adesto Technologies,"40,981,909",5,1/1/06,6/29/10,2/14/13
adeven,"4,300,000",2,3/1/12,4/1/12,6/20/13
AdexLink,"2,000,000",1,8/16/10,6/10/11,6/10/11
AdExtent,"5,100,000",2,,1/1/08,9/4/08
Adeyoh,"12,000",1,10/1/09,1/1/10,1/1/10
Adeze,"5,500,000",2,1/1/05,6/21/06,4/10/08
Adfaces,"20,118",1,1/1/10,2/26/12,2/26/12
AdFinance,,1,5/5/10,4/20/11,4/20/11
adfinitum Networks,"944,824",3,1/1/08,1/1/08,2/6/12
ADFLOW Health Networks,"2,500,190",1,,5/18/11,5/18/11
adflyer,,1,9/15/07,7/13/09,7/13/09
Adfonic,"8,100,000",3,10/1/08,11/11/09,9/8/11
"Adfora, Inc.","72,000",1,1/23/10,3/4/10,3/4/10
Adform,,1,1/1/02,1/6/10,1/6/10
adFreeq,"328,000",3,7/1/11,9/19/12,9/20/13
AdGent Digital,"5,300,000",2,1/1/08,3/27/08,2/3/09
AdGrok,"470,000",2,5/1/10,5/1/10,3/7/11
AdHack,"81,874",1,3/10/08,1/1/09,1/1/09
Adhere2Care,"300,000",1,1/1/11,3/29/12,3/29/12
AdhereTech,"620,000",2,10/1/11,7/19/11,11/6/13
AdhereTx,"150,000",1,,10/26/11,10/26/11
Adherex Technologies,"1,600,000",1,1/1/96,11/27/13,11/27/13
Adhesive.co,"1,500,000",1,1/1/12,7/18/13,7/18/13
Adhezion Biomedical,"4,035,000",3,1/1/01,2/25/10,7/25/12
adhoclabs,"2,000,000",1,1/1/12,9/26/13,9/26/13
Adhysteria,"10,000",1,9/1/07,7/1/07,7/1/07
Adial Pharmaceuticals,"6,731,042",2,1/1/07,3/16/11,10/2/13
Adiana,"23,000,000",1,1/1/97,8/25/05,8/25/05
adicate timeads,"2,900,000",3,11/1/05,11/1/05,12/1/07
Adictiz,"2,539,200",1,1/1/09,11/13/12,11/13/12
AdiCyte,"2,649,402",2,1/1/11,1/23/12,3/12/13
Adify,"27,000,000",2,8/8/06,8/1/06,4/18/07
Adility,,1,2/1/09,9/6/11,9/6/11
Adimab,"39,682,384",9,5/1/07,7/1/07,4/3/12
Adinch Inc,"1,000,000",1,6/5/12,2/26/13,2/26/13
AdInnovation,"1,600,000",1,3/15/10,7/4/13,7/4/13
Adioso,"355,000",3,1/1/08,1/1/09,4/1/10
Adisn,"1,000,000",1,,8/25/08,8/25/08
Aditive,"3,301,958",1,1/1/10,8/22/12,8/22/12
ADITU SAS,"253,000",1,1/1/05,7/24/06,7/24/06
Adjacent Applications,"256,000",2,5/31/11,11/15/11,12/1/12
Adjudica,"550,000",2,1/1/08,1/1/10,9/1/11
Adjug,"6,500,000",1,1/1/07,3/1/08,3/1/08
AdKeeper,"43,000,000",2,1/1/10,9/15/10,1/3/11
Adknowledge,"248,000,000",2,1/1/04,3/1/06,1/12/11
Adku,"1,500,000",2,8/1/10,12/9/10,12/9/11
Adlibrium Inc,"1,500,000",1,1/1/11,,
Adlogix,,1,9/1/07,1/1/07,1/1/07
Adly,"7,500,000",3,1/1/09,10/20/09,5/23/13
Adlyfe,"3,300,000",1,1/1/03,1/17/06,1/17/06
ADMA Biologics,"44,050,029",2,,2/28/12,10/23/13
ADman Media,,1,9/9/10,2/4/11,2/4/11
ADmantX,"4,144,400",2,11/17/10,6/8/11,1/28/13
AdMaster,,1,,7/27/12,7/27/12
Admazely,"600,000",1,10/1/11,4/1/12,4/1/12
Admedo Ltd,"378,428",1,1/1/12,2/25/13,2/25/13
Admeld,"30,000,000",3,10/1/07,11/10/08,8/1/10
ADMETA,"5,000,000",1,1/1/02,1/1/08,1/1/08
Admetric,,2,1/1/09,1/1/09,1/1/10
admetricks,"40,000",1,12/12/12,10/1/12,10/1/12
ADMI Holdings,"367,645,000",1,1/1/10,10/20/10,10/20/10
adMingle - Share Your Passion!,"600,000",1,8/24/12,5/1/11,5/1/11
Administrative Systems,"7,723,237",1,,2/28/11,2/28/11
Admira Cosmetics,"469,008",1,8/1/10,8/1/10,8/1/10
Admiral Records Management,"2,300,000",1,2/3/06,1/11/06,1/11/06
AdmitOne Security,"19,000,000",2,1/1/02,11/9/05,1/8/08
Admittance Technologies,"1,990,000",1,1/1/10,1/19/13,1/19/13
Admittedly,"655,000",2,5/1/13,6/3/13,7/1/13
Admittor,"19,311",1,1/1/11,9/6/10,9/6/10
AdMob,"46,800,000",4,12/1/06,9/1/06,1/29/09
AdMobius,"5,000,000",1,7/1/11,9/30/12,9/30/12
AdMoment,"3,000,000",1,8/1/12,11/6/13,11/6/13
Adnavance Technologies,"7,588,201",2,,11/29/05,2/26/08
AdNear,"6,500,000",2,11/1/12,10/30/09,11/28/12
AdNectar,,1,1/19/08,8/1/08,8/1/08
Adnexus,"42,500,000",2,1/1/02,6/26/06,8/7/07
Adocia,"37,079,200",2,1/1/05,1/21/08,1/27/10
Adocu.com,"500,000",1,5/27/08,,
Adometry,"44,647,834",9,1/1/05,1/1/07,1/21/13
ADOMIC (formerly YieldMetrics),"1,700,000",1,,1/10/13,1/10/13
Adomik,"1,300,000",1,9/14/12,5/17/13,5/17/13
Adomo,"22,000,000",2,8/1/99,11/1/99,6/28/07
ADOR,"56,464,869",5,2/1/09,7/6/10,10/31/13
Adore Me,"11,500,000",3,5/1/11,11/1/11,7/9/13
AdorStyle,"16,500,000",2,,10/1/12,10/31/13
AdoTube,"1,230,000",2,2/26/07,7/31/07,4/1/08
ADP,"2,000,000",1,1/1/49,12/30/05,12/30/05
Adpoints,,2,4/1/10,4/1/12,6/1/13
adQuota,"3,216,500",1,,1/17/14,1/17/14
ADR Sales & Concepts,"100,000",2,1/1/08,11/1/10,5/1/12
ADR Software,,1,1/1/09,12/11/13,12/11/13
AdReady,"17,807,000",4,1/1/06,7/1/07,6/19/12
Adreima,,1,,8/20/13,8/20/13
adRise,"2,000,000",1,11/1/10,10/16/12,10/16/12
AdRocket,"1,000,000",1,2/1/08,5/15/09,5/15/09
AdRoll,"19,000,000",3,3/1/07,3/1/06,7/11/12
Ads Click,"6,950,000",2,1/1/04,3/1/07,6/10/08
ADS-B Technologies,"3,446,554",3,1/1/04,3/1/05,7/2/13
adSage,"20,000,000",1,1/1/07,10/3/11,10/3/11
Adsame,"20,000,000",1,,2/1/11,2/1/11
AdScale,"6,150,000",2,4/1/07,1/17/08,6/1/10
AdScoot,"50,000",1,1/1/09,8/26/09,8/26/09
AdScore,"100,000",2,5/1/09,5/1/09,9/1/10
AdsIt,"5,000,000",1,,11/29/07,11/29/07
Adskom,,1,1/1/13,5/1/13,5/1/13
AdsNative,,1,1/1/12,5/13/13,5/13/13
Adspace Networks,"75,000",1,1/1/98,5/11/10,5/11/10
Adspert | Bidmanagement GmbH,"1,300,000",3,12/1/10,11/1/11,12/17/12
adsquare,,1,10/1/12,5/1/13,5/1/13
AdStack,,2,1/1/11,4/1/11,5/1/12
AdStage,"1,500,000",2,5/1/12,3/1/13,6/21/13
Adstrix,"550,000",1,1/1/11,12/1/13,12/1/13
ADstruc,"1,118,000",3,7/15/10,8/5/10,6/1/12
Adsvark,"809,425",2,,6/1/10,7/29/11
AdsWizz,"2,973,600",1,1/1/08,11/14/09,11/14/09
AdTaily.com,"314,000",1,1/1/08,7/8/09,7/8/09
ADTELLIGENCE,,3,5/5/09,1/1/09,1/1/13
Adteractive,"5,100,000",1,,1/19/11,1/19/11
AdTheorent,"4,000,000",1,1/1/10,9/11/13,9/11/13
Adtile Technologies Inc.,"2,700,000",1,8/1/10,5/7/13,5/7/13
AdTonik,"500,000",1,,10/1/11,10/1/11
AdTotum,"49,167",1,1/1/09,8/1/11,8/1/11
Adtuitive,"1,300,000",1,7/1/08,2/1/09,2/1/09
ADTZ,"706,870",2,9/9/08,6/1/09,6/10/09
Aductions,"100,000",1,3/16/07,7/5/07,7/5/07
AdultSpace,"2,300,000",2,1/1/06,3/10/09,3/10/09
Adura Technologies,"25,500,000",3,1/1/08,10/16/08,4/26/12
Aduro BioTech,"34,030,947",6,1/1/00,4/9/10,1/24/14
Advaliant,"100,000",1,4/16/13,4/1/04,4/1/04
ADVANCE Medical,"26,000,000",2,,5/31/11,9/4/13
Advanced Animal Diagnostics,"17,000,000",2,1/1/01,3/15/11,4/10/13
Advanced Battery Concepts,"1,210,000",1,,1/8/13,1/8/13
Advanced BioEnergy,"7,746,327",1,1/1/05,12/30/09,12/30/09
Advanced BioHealing,"33,500,000",2,1/1/03,11/21/05,2/27/07
Advanced Biomedical Technologies,"205,250",1,,1/8/11,1/8/11
Advanced BioNutrition,"1,810,275",2,,3/11/10,5/25/11
Advanced Cardiac Therapeutics,"5,000,000",1,1/1/07,1/11/10,1/11/10
Advanced Catheter Therapies,"3,000,000",1,1/1/08,6/5/13,6/5/13
"Advanced Catheter Therapies, Inc.","2,980,000",1,,9/29/11,9/29/11
Advanced Cell Diagnostics,"17,400,000",2,1/1/07,9/3/09,11/1/12
Advanced Cell Technology,"27,777,000",2,1/1/07,11/12/09,1/2/11
Advanced Chip Express,"1,900,000",1,,4/2/07,4/2/07
Advanced Circulatory,"2,000,000",1,1/1/97,7/31/13,7/31/13
ADVANCED CREDIT TECHNOLOGIES,"166,000",1,1/1/08,2/21/11,2/21/11
Advanced Cyclone Systems,"1,500,000",1,5/1/08,1/1/09,1/1/09
Advanced Diamond Technologies,"5,200,000",1,,7/14/11,7/14/11
Advanced Electron Beams,"14,200,000",1,1/1/05,8/4/09,8/4/09
Advanced Field Solutions,"1,021,575",1,1/1/05,1/1/05,1/1/05
Advanced ICU Care,"10,500,500",3,1/1/04,1/6/10,11/29/11
Advanced In Vitro Cell Technologies,"16,211,800",1,1/1/01,11/29/07,11/29/07
Advanced Inquiry Systems Inc.,"30,481,546",9,1/1/99,11/17/05,1/27/14
Advanced Life Wellness Institute,"167,000",1,1/1/11,6/19/12,6/19/12
Advanced Liquid Logic,"3,000,001",3,,5/6/10,5/24/13
Advanced Magnet Lab,"2,130,000",1,1/1/95,12/18/09,12/18/09
Advanced Manufacturing Control Systems,"38,995,100",3,1/1/03,10/11/06,1/23/14
Advanced Marketing & Media Group,"500,000",1,2/1/07,2/15/07,2/15/07
ADVANCED MEDICAL ISOTOPE,"525,000",1,1/1/06,5/3/13,5/3/13
Advanced Mobile Solutions,,1,1/3/98,1/1/08,1/1/08
Advanced Numicro Systems,"10,000",1,1/1/02,10/1/09,10/1/09
Advanced Oncotherapy,"757,626",1,1/15/13,11/6/13,11/6/13
Advanced Ophthalmic Pharma,"2,000,000",1,1/1/07,5/2/10,5/2/10
Advanced Patient Care,"200,000",2,1/1/08,10/21/10,7/15/11
Advanced Photonix,"562,336",1,,6/30/10,6/30/10
Advanced Plasma Therapies,"500,000",1,1/1/10,4/8/13,4/8/13
Advanced Power Projects,"13,000,000",1,1/1/09,3/18/08,3/18/08
Advanced Proteome Therapeutics,"2,077,950",5,,11/8/10,2/28/13
Advanced Search Laboratories,"650,000",2,,7/29/11,8/9/12
Advanced Seismic Technologies,"424,999",1,1/1/12,10/2/12,10/2/12
Advanced Sports Logic,"83,606",1,1/1/09,5/14/13,5/14/13
Advanced Surgical Concepts,"798,542",2,1/1/02,8/17/10,2/7/11
Advanced System Designs,"550,000",1,1/1/85,8/17/10,8/17/10
Advanced Telemetry,,1,,7/21/09,7/21/09
Advanced TeleSensors,"250,000",1,1/1/08,1/1/10,1/1/10
Advanced Voice Recognition Systems,"1,300,000",2,,3/17/10,5/21/10
